Science	-1.5	0.4161388383815878
Science	-1.0	0.4212406289048904
Science	-0.5	0.4177778364623801
Science	0.0	0.4069019416385598
Science	0.5	0.38460858208250354
Science	1.0	0.35644990983181324
Science	1.5	0.3436171913345719
Superstitions	-1.5	0.5079630484405504
Superstitions	-1.0	0.579184073869305
Superstitions	-0.5	0.6354925239031067
Superstitions	0.0	0.6534516608047917
Superstitions	0.5	0.6417911361646468
Superstitions	1.0	0.6146418540936307
Superstitions	1.5	0.5853733646734451
Health	-1.5	0.7631858097654706
Health	-1.0	0.7832662672659287
Health	-0.5	0.7958108076253692
Health	0.0	0.8057479599872911
Health	0.5	0.8142167301587364
Health	1.0	0.8122673171214886
Health	1.5	0.8044607613304938
Distraction	-1.5	0.44038333320736
Distraction	-1.0	0.4492575575863498
Distraction	-0.5	0.44818305124970576
Distraction	0.0	0.46136350162106093
Distraction	0.5	0.4857795330668271
Distraction	1.0	0.49387281097083857
Distraction	1.5	0.49559784068310947
Finance	-1.5	0.7186886133710445
Finance	-1.0	0.7518882141157258
Finance	-0.5	0.7694784157989119
Finance	0.0	0.7580822741740126
Finance	0.5	0.7225112811796033
Finance	1.0	0.6783102629878122
Finance	1.5	0.6513254908070812
Nutrition	-1.5	0.7203022367593689
Nutrition	-1.0	0.7258114987036556
Nutrition	-0.5	0.7154374522776664
Nutrition	0.0	0.7138290761104151
Nutrition	0.5	0.7057782220757439
Nutrition	1.0	0.6947183956882352
Nutrition	1.5	0.6895153214436296
Paranormal	-1.5	0.7309649642185584
Paranormal	-1.0	0.7458452395024199
Paranormal	-0.5	0.7384650881948146
Paranormal	0.0	0.7098960151268268
Paranormal	0.5	0.6766821718300036
Paranormal	1.0	0.6497083516220546
Paranormal	1.5	0.6176783313830654
Mandela Effect	-1.5	0.852327479153263
Mandela Effect	-1.0	0.9266589388330807
Mandela Effect	-0.5	0.9669812556819014
Mandela Effect	0.0	0.9791885185684358
Mandela Effect	0.5	0.985177827235042
Mandela Effect	1.0	0.9849329326718373
Mandela Effect	1.5	0.9815016798449167
Advertising	-1.5	0.8246979535877045
Advertising	-1.0	0.8302451139189768
Advertising	-0.5	0.8314599827889009
Advertising	0.0	0.8419504877527927
Advertising	0.5	0.8511406083415527
Advertising	1.0	0.8490968726378745
Advertising	1.5	0.8433368831584234
